Fecha,Temp_Max_Real,Humidity_Real,Wind_Speed_Real,Pressure_Real
2023-06-22,28.0,59.265625,24.076,1018.668441875
2023-06-23,28.0,55.16520833333333,22.224,1023.1977385
2023-06-24,27.0,61.759166666666665,18.52,1022.77443975
2023-06-25,30.0,53.004999999999995,33.336,1014.562444
2023-06-26,23.0,52.260625000000005,25.928,1019.2822250625001
2023-06-27,24.0,57.25354166666667,22.224,1020.784935625
2023-06-28,25.0,70.89291666666666,18.52,1016.9117520625
2023-06-29,22.0,70.63458333333334,16.668,1015.790010375
2023-06-30,20.0,67.71458333333334,25.928,1011.8603869791667
2023-07-01,22.0,64.745,29.632,1006.01180925
2023-07-02,21.0,50.009791666666665,33.336,1011.2324938333335
2023-07-03,22.0,55.82479166666667,40.744,1010.5975457083333
2023-07-04,19.0,72.645,25.928,1009.9908175
2023-07-05,21.0,67.49166666666666,25.928,1010.8303600208334
2023-07-06,22.0,56.16416666666667,20.372,1016.128649375
2023-07-07,29.0,52.020833333333336,22.224,1015.578361
2023-07-08,26.0,67.29458333333334,16.668,1015.0069076875001
2023-07-09,23.0,65.54,22.224,1019.007080875
2023-07-10,24.0,62.16916666666666,27.78,1019.1129055625
2023-07-11,24.0,63.85583333333333,25.928,1010.2377417708334
2023-07-12,23.0,66.96145833333334,25.928,1011.4088683125001
2023-07-13,22.0,68.466875,25.928,1015.9381649375
2023-07-14,20.0,81.11479166666668,20.372,1008.7279762291668
2023-07-15,22.0,68.68354166666667,38.892,1001.2073684375
2023-07-16,22.0,59.86770833333333,29.632,1009.525188875
2023-07-17,23.0,66.814375,24.076,1017.5467001875
2023-07-18,23.0,60.50145833333334,22.224,1017.86417425
2023-07-19,23.0,64.18604166666667,22.224,1014.858753125
2023-07-20,23.0,56.193125,14.816,1015.0492375625
2023-07-21,20.0,57.3825,20.372,1013.9909906875
2023-07-22,19.0,77.58291666666666,25.928,1010.6539855416668
2023-07-23,24.0,71.32708333333333,25.928,1003.13337775
